treatment,distanceft,distancem,DAT,rep,injury,height,stand count 10 ft,injured plants 10 ft,quadrant
2,16,4.9,14,3,0,38,,,
2,17,5.2,14,3,0,40,,,
2,18,5.5,14,3,0,36,,,
2,19,5.8,14,3,0,42,,,
2,20,6.1,14,3,0,38,,,
2,21,6.4,14,3,0,40,,,
2,22,6.7,14,3,0,40,,,
2,23,7,14,3,0,42,,,
2,24,7.3,14,3,0,36,,,
2,25,7.6,14,3,0,44,60,60,4
3,0,0,14,1,10,39,,,
3,1,0.3,14,1,18,35,,,
3,2,0.6,14,1,20,32,,,
3,3,0.9,14,1,15,42,,,
3,4,1.2,14,1,10,40,,,
3,5,1.5,14,1,25,38,,,
3,6,1.8,14,1,0,35,,,
3,7,2.1,14,1,15,40,,,
3,8,2.4,14,1,15,42,,,
3,9,2.7,14,1,5,39,,,
3,10,3,14,1,10,40,,,
3,11,3.4,14,1,5,42,,,
3,12,3.7,14,1,5,33,,,
3,13,4,14,1,1,44,,,
3,14,4.3,14,1,1,38,,,
3,15,4.6,14,1,0,41,,,
3,16,4.9,14,1,0,42,,,
3,17,5.2,14,1,0,40,,,
3,18,5.5,14,1,0,44,,,
3,19,5.8,14,1,0,39,,,
3,20,6.1,14,1,0,38,,,
3,21,6.4,14,1,0,39,,,
3,22,6.7,14,1,0,43,,,
3,23,7,14,1,0,38,,,
3,24,7.3,14,1,0,36,,,
3,25,7.6,14,1,0,42,60,60,4
3,0,0,14,3,40,40,,,
3,1,0.3,14,3,45,40,,,
3,2,0.6,14,3,40,40,,,
3,3,0.9,14,3,35,38,,,
3,4,1.2,14,3,40,40,,,
3,5,1.5,14,3,40,40,,,
3,6,1.8,14,3,35,38,,,
3,7,2.1,14,3,30,38,,,
3,8,2.4,14,3,20,38,,,
3,9,2.7,14,3,10,42,,,
3,10,3,14,3,4,38,,,
3,11,3.4,14,3,1,40,,,
3,12,3.7,14,3,0,40,,,
3,13,4,14,3,0,42,,,
3,14,4.3,14,3,0,40,,,
3,15,4.6,14,3,0,40,,,
3,16,4.9,14,3,0,40,,,
3,17,5.2,14,3,0,40,,,
3,18,5.5,14,3,0,38,,,
3,19,5.8,14,3,0,40,,,
3,20,6.1,14,3,0,42,,,
3,21,6.4,14,3,0,40,,,
3,22,6.7,14,3,0,40,,,
3,23,7,14,3,0,40,,,
3,24,7.3,14,3,0,38,,,
3,25,7.6,14,3,0,36,69,65,5
3,0,0,14,2,35,39,,,
3,1,0.3,14,2,35,37,,,
3,2,0.6,14,2,30,36,,,
3,3,0.9,14,2,30,40,,,
3,4,1.2,14,2,25,40,,,
3,5,1.5,14,2,20,40,,,
3,6,1.8,14,2,20,38,,,
3,7,2.1,14,2,15,40,,,
3,8,2.4,14,2,10,40,,,
3,9,2.7,14,2,5,38,,,
3,10,3,14,2,1,40,,,
3,11,3.4,14,2,0,40,,,
3,12,3.7,14,2,0,38,,,
3,13,4,14,2,0,40,,,
3,14,4.3,14,2,0,38,,,
3,15,4.6,14,2,0,42,,,
3,16,4.9,14,2,0,40,,,
3,17,5.2,14,2,0,42,,,
3,18,5.5,14,2,0,40,,,
3,19,5.8,14,2,0,42,,,
3,20,6.1,14,2,0,38,,,
3,21,6.4,14,2,0,40,,,
3,22,6.7,14,2,0,42,,,
3,23,7,14,2,0,42,,,
3,24,7.3,14,2,0,42,,,
3,25,7.6,14,2,0,20,60,59,4
4,0,0,14,3,5,40,,,
4,1,0.3,14,3,2,40,,,
4,2,0.6,14,3,3,40,,,
4,3,0.9,14,3,5,36,,,
4,4,1.2,14,3,10,38,,,
4,5,1.5,14,3,10,41,,,
4,6,1.8,14,3,5,44,,,
4,7,2.1,14,3,2,36,,,
4,8,2.4,14,3,1,40,,,
4,9,2.7,14,3,1,42,,,
4,10,3,14,3,0,40,,,
4,11,3.4,14,3,0,42,,,
4,12,3.7,14,3,0,46,,,
4,13,4,14,3,0,38,,,
4,14,4.3,14,3,0,36,,,
4,15,4.6,14,3,0,32,,,
4,16,4.9,14,3,0,40,,,
4,17,5.2,14,3,0,38,,,
4,18,5.5,14,3,0,43,,,
4,19,5.8,14,3,0,42,,,
4,20,6.1,14,3,0,38,,,
4,21,6.4,14,3,0,44,,,
4,22,6.7,14,3,0,40,,,
4,23,7,14,3,0,38,,,
4,24,7.3,14,3,0,40,,,
4,25,7.6,14,3,0,42,67,55,1
4,0,0,14,1,8,40,,,
4,1,0.3,14,1,5,39,,,
4,2,0.6,14,1,10,39,,,
4,3,0.9,14,1,18,40,,,
4,4,1.2,14,1,20,42,,,
4,5,1.5,14,1,25,39,,,
4,6,1.8,14,1,2,42,,,
4,7,2.1,14,1,8,38,,,
4,8,2.4,14,1,5,44,,,
4,9,2.7,14,1,3,42,,,
4,10,3,14,1,1,38,,,
4,11,3.4,14,1,1,40,,,
4,12,3.7,14,1,0,40,,,
4,13,4,14,1,0,42,,,
4,14,4.3,14,1,0,39,,,
4,15,4.6,14,1,0,40,,,
4,16,4.9,14,1,0,42,,,
4,17,5.2,14,1,0,40,,,
4,18,5.5,14,1,0,42,,,
4,19,5.8,14,1,0,39,,,
4,20,6.1,14,1,0,36,,,
4,21,6.4,14,1,0,40,,,
4,22,6.7,14,1,0,38,,,
4,23,7,14,1,0,37,,,
4,24,7.3,14,1,0,39,,,
4,25,7.6,14,1,0,40,64,64,4
4,0,0,14,2,25,40,,,
4,1,0.3,14,2,30,40,,,
4,2,0.6,14,2,30,38,,,
4,3,0.9,14,2,40,33,,,
4,4,1.2,14,2,35,36,,,
4,5,1.5,14,2,15,44,,,
4,6,1.8,14,2,10,38,,,
4,7,2.1,14,2,10,36,,,
4,8,2.4,14,2,5,42,,,
4,9,2.7,14,2,5,40,,,
4,10,3,14,2,2,44,,,
4,11,3.4,14,2,1,40,,,
4,12,3.7,14,2,1,38,,,
4,13,4,14,2,0,40,,,
4,14,4.3,14,2,0,42,,,
4,15,4.6,14,2,0,40,,,
4,16,4.9,14,2,0,40,,,
4,17,5.2,14,2,0,38,,,
4,18,5.5,14,2,0,36,,,
4,19,5.8,14,2,0,37,,,
4,20,6.1,14,2,0,39,,,
4,21,6.4,14,2,0,36,,,
4,22,6.7,14,2,0,40,,,
4,23,7,14,2,0,38,,,
4,24,7.3,14,2,0,42,,,
4,25,7.6,14,2,0,40,62,62,1
5,0,0,14,2,0,40,,,
5,1,0.3,14,2,0,42,,,
5,2,0.6,14,2,0,40,,,
5,3,0.9,14,2,0,40,,,
5,4,1.2,14,2,0,40,,,
5,5,1.5,14,2,0,42,,,
5,6,1.8,14,2,0,40,,,
5,7,2.1,14,2,0,42,,,
5,8,2.4,14,2,0,44,,,
5,9,2.7,14,2,0,44,,,
5,10,3,14,2,0,45,,,
5,11,3.4,14,2,0,42,,,
5,12,3.7,14,2,0,44,,,
5,13,4,14,2,0,42,,,
5,14,4.3,14,2,0,38,,,
5,15,4.6,14,2,0,39,,,
5,16,4.9,14,2,0,42,,,
5,17,5.2,14,2,0,44,,,
5,18,5.5,14,2,0,40,,,
5,19,5.8,14,2,0,38,,,
5,20,6.1,14,2,0,40,,,
5,21,6.4,14,2,0,40,,,
5,22,6.7,14,2,0,42,,,
5,23,7,14,2,0,40,,,
5,24,7.3,14,2,0,42,,,
5,25,7.6,14,2,0,42,65,0,4
5,0,0,14,3,0,38,,,
5,1,0.3,14,3,0,38,,,
5,2,0.6,14,3,0,40,,,
5,3,0.9,14,3,1,42,,,
5,4,1.2,14,3,0,40,,,
5,5,1.5,14,3,0,42,,,
5,6,1.8,14,3,0,40,,,
5,7,2.1,14,3,0,40,,,
5,8,2.4,14,3,0,40,,,
5,9,2.7,14,3,0,43,,,
5,10,3,14,3,0,44,,,
5,11,3.4,14,3,0,44,,,
5,12,3.7,14,3,0,40,,,
5,13,4,14,3,0,40,,,
5,14,4.3,14,3,0,42,,,
5,15,4.6,14,3,0,40,,,
5,16,4.9,14,3,0,40,,,
5,17,5.2,14,3,0,38,,,
5,18,5.5,14,3,0,42,,,
5,19,5.8,14,3,0,40,,,
5,20,6.1,14,3,0,48,,,
5,21,6.4,14,3,0,40,,,
5,22,6.7,14,3,0,42,,,
5,23,7,14,3,0,40,,,
5,24,7.3,14,3,0,40,,,
5,25,7.6,14,3,0,46,59,1,1
5,0,0,14,1,0,39,,,
5,1,0.3,14,1,8,38,,,
5,2,0.6,14,1,0,40,,,
5,3,0.9,14,1,0,42,,,
5,4,1.2,14,1,0,40,,,
5,5,1.5,14,1,2,42,,,
5,6,1.8,14,1,0,40,,,
5,7,2.1,14,1,0,42,,,
5,8,2.4,14,1,0,40,,,
5,9,2.7,14,1,0,42,,,
5,10,3,14,1,0,40,,,
5,11,3.4,14,1,0,38,,,
5,12,3.7,14,1,0,38,,,
5,13,4,14,1,0,36,,,
5,14,4.3,14,1,0,36,,,
5,15,4.6,14,1,0,40,,,
5,16,4.9,14,1,0,40,,,
5,17,5.2,14,1,0,42,,,
5,18,5.5,14,1,0,36,,,
5,19,5.8,14,1,0,41,,,
5,20,6.1,14,1,0,39,,,
5,21,6.4,14,1,0,38,,,
5,22,6.7,14,1,0,40,,,
5,23,7,14,1,0,39,,,
5,24,7.3,14,1,0,37,,,
5,25,7.6,14,1,0,39,65,2,3
6,0,0,14,2,35,38,,,
6,1,0.3,14,2,40,42,,,
6,2,0.6,14,2,35,40,,,
6,3,0.9,14,2,40,40,,,
6,4,1.2,14,2,30,37,,,
6,5,1.5,14,2,40,40,,,
6,6,1.8,14,2,25,40,,,
6,7,2.1,14,2,30,40,,,
6,8,2.4,14,2,15,42,,,
6,9,2.7,14,2,10,42,,,
6,10,3,14,2,2,40,,,
6,11,3.4,14,2,1,34,,,
6,12,3.7,14,2,0,40,,,
6,13,4,14,2,0,40,,,
6,14,4.3,14,2,0,38,,,
6,15,4.6,14,2,0,32,,,
6,16,4.9,14,2,0,40,,,
6,17,5.2,14,2,0,38,,,
6,18,5.5,14,2,0,43,,,
6,19,5.8,14,2,0,42,,,
6,20,6.1,14,2,0,40,,,
6,21,6.4,14,2,0,40,,,
6,22,6.7,14,2,0,42,,,
6,23,7,14,2,0,44,,,
6,24,7.3,14,2,0,37,,,
6,25,7.6,14,2,0,40,63,63,4
6,0,0,14,1,20,40,,,
6,1,0.3,14,1,25,36,,,
6,2,0.6,14,1,35,42,,,
6,3,0.9,14,1,10,40,,,
6,4,1.2,14,1,20,40,,,
6,5,1.5,14,1,25,40,,,
6,6,1.8,14,1,15,39,,,
6,7,2.1,14,1,15,40,,,
6,8,2.4,14,1,10,36,,,
6,9,2.7,14,1,20,37,,,
6,10,3,14,1,10,38,,,
6,11,3.4,14,1,8,35,,,
6,12,3.7,14,1,5,39,,,
6,13,4,14,1,1,45,,,
6,14,4.3,14,1,0,42,,,
6,15,4.6,14,1,0,40,,,
6,16,4.9,14,1,0,40,,,
6,17,5.2,14,1,0,38,,,
6,18,5.5,14,1,0,42,,,
6,19,5.8,14,1,0,39,,,
6,20,6.1,14,1,0,40,,,
6,21,6.4,14,1,0,42,,,
6,22,6.7,14,1,0,45,,,
6,23,7,14,1,0,39,,,
6,24,7.3,14,1,0,45,,,
6,25,7.6,14,1,0,42,61,61,4
6,0,0,14,3,30,38,,,
6,1,0.3,14,3,35,36,,,
6,2,0.6,14,3,30,40,,,
6,3,0.9,14,3,25,42,,,
6,4,1.2,14,3,20,40,,,
6,5,1.5,14,3,20,42,,,
6,6,1.8,14,3,15,40,,,
6,7,2.1,14,3,10,40,,,
6,8,2.4,14,3,10,42,,,
6,9,2.7,14,3,10,38,,,
6,10,3,14,3,1,40,,,
6,11,3.4,14,3,0,38,,,
6,12,3.7,14,3,0,36,,,
6,13,4,14,3,0,42,,,
6,14,4.3,14,3,0,42,,,
6,15,4.6,14,3,0,38,,,
6,16,4.9,14,3,0,40,,,
6,17,5.2,14,3,0,42,,,
6,18,5.5,14,3,0,40,,,
6,19,5.8,14,3,0,42,,,
6,20,6.1,14,3,0,42,,,
6,21,6.4,14,3,0,42,,,
6,22,6.7,14,3,0,40,,,
6,23,7,14,3,0,38,,,
6,24,7.3,14,3,0,42,,,
6,25,7.6,14,3,0,38,61,59,4
7,0,0,14,3,15,38,,,
7,1,0.3,14,3,15,38,,,
7,2,0.6,14,3,20,40,,,
7,3,0.9,14,3,15,35,,,
7,4,1.2,14,3,15,42,,,
7,5,1.5,14,3,10,40,,,
7,6,1.8,14,3,5,40,,,
7,7,2.1,14,3,2,40,,,
7,8,2.4,14,3,2,38,,,
7,9,2.7,14,3,0,40,,,
7,10,3,14,3,0,42,,,
7,11,3.4,14,3,0,38,,,
7,12,3.7,14,3,0,40,,,
7,13,4,14,3,0,42,,,
7,14,4.3,14,3,0,40,,,
7,15,4.6,14,3,0,38,,,
7,16,4.9,14,3,0,42,,,
7,17,5.2,14,3,0,44,,,
7,18,5.5,14,3,0,40,,,
7,19,5.8,14,3,0,38,,,
7,20,6.1,14,3,0,40,,,
7,21,6.4,14,3,0,38,,,
7,22,6.7,14,3,0,42,,,
7,23,7,14,3,0,30,,,
7,24,7.3,14,3,0,40,,,
7,25,7.6,14,3,0,38,56,48,4
7,0,0,14,2,5,32,,,
7,1,0.3,14,2,5,40,,,
7,2,0.6,14,2,10,36,,,
7,3,0.9,14,2,8,42,,,
7,4,1.2,14,2,3,40,,,
7,5,1.5,14,2,5,40,,,
7,6,1.8,14,2,2,42,,,
7,7,2.1,14,2,1,40,,,
7,8,2.4,14,2,0,38,,,
7,9,2.7,14,2,0,44,,,
7,10,3,14,2,0,38,,,
7,11,3.4,14,2,0,36,,,
7,12,3.7,14,2,0,42,,,
7,13,4,14,2,0,40,,,
7,14,4.3,14,2,0,40,,,
7,15,4.6,14,2,0,42,,,
7,16,4.9,14,2,0,40,,,
7,17,5.2,14,2,0,42,,,
7,18,5.5,14,2,0,40,,,
7,19,5.8,14,2,0,44,,,
7,20,6.1,14,2,0,40,,,
7,21,6.4,14,2,0,44,,,
7,22,6.7,14,2,0,38,,,
7,23,7,14,2,0,38,,,
7,24,7.3,14,2,0,40,,,
7,25,7.6,14,2,0,36,62,58,4
7,0,0,14,1,20,38,,,
7,1,0.3,14,1,10,40,,,
7,2,0.6,14,1,25,40,,,
7,3,0.9,14,1,25,42,,,
7,4,1.2,14,1,25,40,,,
7,5,1.5,14,1,20,40,,,
7,6,1.8,14,1,15,36,,,
7,7,2.1,14,1,15,42,,,
7,8,2.4,14,1,5,35,,,
7,9,2.7,14,1,5,42,,,
7,10,3,14,1,1,34,,,
7,11,3.4,14,1,0,40,,,
7,12,3.7,14,1,0,38,,,
7,13,4,14,1,0,38,,,
7,14,4.3,14,1,0,36,,,
7,15,4.6,14,1,0,43,,,
7,16,4.9,14,1,0,40,,,
7,17,5.2,14,1,0,44,,,
7,18,5.5,14,1,0,42,,,
7,19,5.8,14,1,0,38,,,
7,20,6.1,14,1,0,42,,,
7,21,6.4,14,1,0,42,,,
7,22,6.7,14,1,0,38,,,
7,23,7,14,1,0,36,,,
7,24,7.3,14,1,0,38,,,
7,25,7.6,14,1,0,42,61,58,4
8,0,0,14,3,0,43,,,
8,1,0.3,14,3,0,39,,,
8,2,0.6,14,3,0,40,,,
8,3,0.9,14,3,0,44,,,
8,4,1.2,14,3,0,40,,,
8,5,1.5,14,3,0,42,,,
8,6,1.8,14,3,0,40,,,
8,7,2.1,14,3,0,40,,,
8,8,2.4,14,3,0,40,,,
8,9,2.7,14,3,0,40,,,
8,10,3,14,3,0,38,,,
8,11,3.4,14,3,0,40,,,
8,12,3.7,14,3,0,39,,,
8,13,4,14,3,0,40,,,
8,14,4.3,14,3,0,40,,,
8,15,4.6,14,3,0,40,,,
8,16,4.9,14,3,0,40,,,
8,17,5.2,14,3,0,42,,,
8,18,5.5,14,3,0,42,,,
8,19,5.8,14,3,0,40,,,
8,20,6.1,14,3,0,38,,,
8,21,6.4,14,3,0,40,,,
8,22,6.7,14,3,0,42,,,
8,23,7,14,3,0,40,,,
8,24,7.3,14,3,0,42,,,
8,25,7.6,14,3,0,38,65,0,4
8,0,0,14,1,0,40,,,
8,1,0.3,14,1,0,40,,,
8,2,0.6,14,1,0,39,,,
8,3,0.9,14,1,0,40,,,
8,4,1.2,14,1,0,40,,,
8,5,1.5,14,1,0,42,,,
8,6,1.8,14,1,0,40,,,
8,7,2.1,14,1,0,38,,,
8,8,2.4,14,1,0,40,,,
8,9,2.7,14,1,0,39,,,
8,10,3,14,1,0,45,,,
8,11,3.4,14,1,0,38,,,
8,12,3.7,14,1,0,40,,,
8,13,4,14,1,0,38,,,
8,14,4.3,14,1,0,39,,,
8,15,4.6,14,1,0,38,,,
8,16,4.9,14,1,0,37,,,
8,17,5.2,14,1,0,40,,,
8,18,5.5,14,1,0,40,,,
8,19,5.8,14,1,0,40,,,
8,20,6.1,14,1,0,42,,,
8,21,6.4,14,1,0,44,,,
8,22,6.7,14,1,0,40,,,
8,23,7,14,1,0,42,,,
8,24,7.3,14,1,0,40,,,
8,25,7.6,14,1,0,42,67,0,4
8,0,0,14,2,0,40,,,
8,1,0.3,14,2,0,40,,,
8,2,0.6,14,2,0,42,,,
8,3,0.9,14,2,0,38,,,
8,4,1.2,14,2,0,43,,,
8,5,1.5,14,2,0,40,,,
8,6,1.8,14,2,0,38,,,
8,7,2.1,14,2,0,40,,,
8,8,2.4,14,2,0,42,,,
8,9,2.7,14,2,0,42,,,
8,10,3,14,2,0,40,,,
8,11,3.4,14,2,0,38,,,
8,12,3.7,14,2,0,39,,,
8,13,4,14,2,0,36,,,
8,14,4.3,14,2,0,40,,,
8,15,4.6,14,2,0,40,,,
8,16,4.9,14,2,0,42,,,
8,17,5.2,14,2,0,40,,,
8,18,5.5,14,2,0,42,,,
8,19,5.8,14,2,0,44,,,
8,20,6.1,14,2,0,38,,,
8,21,6.4,14,2,0,44,,,
8,22,6.7,14,2,0,42,,,
8,23,7,14,2,0,42,,,
8,24,7.3,14,2,0,40,,,
8,25,7.6,14,2,0,40,64,0,4
1,0,0,14,3,0,40,,,
1,1,0.3,14,3,0,38,,,
1,2,0.6,14,3,0,40,,,
1,3,0.9,14,3,0,42,,,
1,4,1.2,14,3,0,40,,,
1,5,1.5,14,3,0,40,,,
1,6,1.8,14,3,0,40,,,
1,7,2.1,14,3,10,38,,,
1,8,2.4,14,3,0,40,,,
1,9,2.7,14,3,0,38,,,
1,10,3,14,3,0,42,,,
1,11,3.4,14,3,0,40,,,
1,12,3.7,14,3,0,42,,,
1,13,4,14,3,0,36,,,
1,14,4.3,14,3,0,38,,,
1,15,4.6,14,3,0,37,,,
1,16,4.9,14,3,0,40,,,
1,17,5.2,14,3,0,42,,,
1,18,5.5,14,3,0,40,,,
1,19,5.8,14,3,0,38,,,
1,20,6.1,14,3,0,40,,,
1,21,6.4,14,3,0,38,,,
1,22,6.7,14,3,0,40,,,
1,23,7,14,3,0,44,,,
1,24,7.3,14,3,0,40,,,
1,25,7.6,14,3,0,42,40,1,2
